no,arxiv_url,title,authors,abstract_kor
1026,http://arxiv.org/abs/2602.04635 ,Relational Scene Graphs for Object Grounding of Natural Language Commands,"Julia Kuhn, Francesco Verdoja, Tsvetomila Mihaylova, Ville Kyrki","로봇은 인간 환경에서 더 폭넓게 채택되어 자연스러운 인간-로봇 상호 작용의 필요성이 증가하고 있습니다. 그러나 자연어 명령을 이해하려면 로봇이 의도한 작업과 이를 실행 가능한 작업으로 분해하는 방법을 추론하고 관련 개체, 에이전트 및 위치를 포함한 환경에 대한 로봇의 지식을 기반으로 이러한 작업을 기반으로 해야 합니다. 이 과제는 자연어를 이해하는 LLM(대형 언어 모델) 기능과 환경의 의미론적 표현에서 추론된 작업을 기반으로 하는 3D 장면 그래프(3DSG)를 결합하여 해결할 수 있습니다. 그러나 인간이 환경을 설명하기 위해 이러한 관계에 의존하는 경우가 많음에도 불구하고 많은 3DSG에는 개체 간의 명시적인 공간 관계가 부족합니다. 이 논문에서는 개방형 또는 폐쇄형 어휘 공간 관계를 3DSG에 통합하면 자연어 명령을 해석하는 LLM의 능력을 향상시킬 수 있는지 여부를 조사합니다. 이를 해결하기 위해 우리는 개방형 어휘 언어 명령에서 대상 개체 접지를 위한 LLM 기반 파이프라인과 매핑 중에 캡처된 이미지에서 개방형 어휘 공간 에지를 3DSG에 추가하는 VLM(비전 언어 모델) 기반 파이프라인을 제안합니다. 마지막으로, 대상 객체 접지의 다운스트림 작업에 대한 성능을 평가하는 연구에서 두 개의 LLM이 평가됩니다. 우리의 연구는 명시적인 공간 관계가 지상 물체에 대한 LLM의 능력을 향상시킨다는 것을 보여줍니다. 더욱이, VLM을 사용한 개방형 어휘 관계 생성은 로봇이 캡처한 이미지에서 실현 가능한 것으로 입증되었지만 폐쇄형 어휘 관계에 비해 장점은 제한적인 것으로 나타났습니다."
1025,http://arxiv.org/abs/2602.04419 ,Integrated Exploration and Sequential Manipulation on Scene Graph with LLM-based Situated Replanning,"Heqing Yang, Ziyuan Jiao, Shu Wang, Yida Niu, Si Liu, Hangxin Liu",부분적으로 알려진 환경에서 로봇은 정보를 수집하기 위한 탐색과 효율적인 실행을 위한 작업 계획을 결합해야 합니다. 이러한 문제를 해결하기 위해 우리는 장면 그래프의 탐색 기반 순차 조작 계획 프레임워크인 EPoG를 제안합니다. EPoG는 그래프 기반 글로벌 플래너를 LLM(대형 언어 모델) 기반 상황 로컬 플래너와 통합하여 관측 및 LLM 예측을 사용하여 믿음 그래프를 지속적으로 업데이트하여 알려진 개체와 알려지지 않은 개체를 나타냅니다. 동작 시퀀스는 시간적 종속성과 이동 비용에 따라 정렬된 목표 그래프와 신념 그래프 간의 그래프 편집 작업을 계산하여 생성됩니다. 이 접근 방식은 탐색과 순차적 조작 계획을 완벽하게 결합합니다. 46개의 실제 가정 장면과 5개의 장거리 일일 물체 운송 작업에 대한 절제 연구에서 EPoG는 91.3%의 성공률을 달성하여 이동 거리를 평균 36.1% 줄였습니다. 또한 물리적 모바일 조작기는 알려지지 않은 동적 환경에서 복잡한 작업을 성공적으로 실행하여 실제 응용 프로그램에 대한 EPoG의 잠재력을 보여주었습니다.
1024,http://arxiv.org/abs/2602.04152 ,MA3DSG: Multi-Agent 3D Scene Graph Generation for Large-Scale Indoor Environments,"Yirum Kim, Jaewoo Kim, Ue-Hwan Kim","현재 3D 장면 그래프 생성(3DSGG) 접근 방식은 단일 에이전트 가정과 소규모 환경에 크게 의존하므로 실제 시나리오에 대한 확장성이 제한되어 있습니다. 이 작업에서는 다중 에이전트를 사용하여 이러한 확장성 문제를 해결하기 위해 설계된 최초의 프레임워크인 다중 에이전트 3D 장면 그래프 생성(MA3DSG) 모델을 소개합니다. 우리는 개별 에이전트의 부분 쿼리 그래프를 통합된 글로벌 장면 그래프로 효율적으로 병합하는 훈련이 필요 없는 그래프 정렬 알고리즘을 개발합니다. 광범위한 분석과 경험적 통찰력을 활용하는 당사의 접근 방식을 통해 기존 단일 에이전트 시스템은 학습 가능한 매개변수 없이도 공동으로 작동할 수 있습니다. 3DSGG 성능을 엄격하게 평가하기 위해 우리는 보다 일반적이고 확장 가능한 평가 프레임워크를 제공하는 다양한 에이전트 구성, 도메인 크기 및 환경 조건을 지원하는 벤치마크인 MA3DSG-Bench를 제안합니다. 이 작업은 확장 가능한 다중 에이전트 3DSGG 연구를 위한 견고한 기반을 마련합니다."
1023,http://arxiv.org/abs/2602.03781 ,A Scene Graph Backed Approach to Open Set Semantic Mapping,"Martin Günther, Felix Igelbrink, Oscar Lima, Lennart Niecksch, Marian Renz, Martin Atzmueller","Open Set Semantic Mapping 및 3DSSG(3D Semantic Scene Graph)는 로봇 인식에서 확립된 패러다임이지만 대규모 실제 환경에서 높은 수준의 추론을 지원하기 위해 효과적으로 배포하는 것은 여전히 ​​중요한 과제로 남아 있습니다. 대부분의 기존 접근 방식은 인식과 표현을 분리하여 장면 그래프를 사후 생성된 파생 레이어로 처리합니다. 이로 인해 일관성과 확장성이 모두 제한됩니다. 이와 대조적으로 우리는 3DSSG가 전체 매핑 프로세스에 대한 기본 지식 표현 역할을 하는 기본 백엔드 역할을 하는 매핑 아키텍처를 제안합니다.   우리의 접근 방식은 증분 장면 그래프 예측에 대한 이전 작업을 활용하여 환경을 탐색하면서 실시간으로 그래프 구조를 추론하고 업데이트합니다. 이를 통해 대규모 설정에서 확장된 작업 중에도 지도가 위상학적으로 일관되고 계산적으로 효율적으로 유지됩니다. 평면적 토폴로지와 계층적 토폴로지를 모두 지원하는 명시적이고 공간적으로 기반이 있는 표현을 유지함으로써 하위 기호 원시 센서 데이터와 상위 수준 기호 추론 간의 격차를 해소합니다. 결과적으로 이는 지식 그래프 및 온톨로지에서 대형 언어 모델(LLM)에 이르는 지식 기반 프레임워크가 직접 활용할 수 있는 안정적이고 검증 가능한 구조를 제공하여 에이전트가 향상된 해석 가능성, 신뢰성 및 인간 개념에 대한 정렬을 통해 작동할 수 있도록 합니다."
1022,http://arxiv.org/abs/2602.02974 ,SceneLinker: Compositional 3D Scene Generation via Semantic Scene Graph from RGB Sequences,"Seok-Young Kim, Dooyoung Kim, Woojin Cho, Hail Song, Suji Kang, Woontack Woo",RGB 시퀀스의 의미론적 장면 그래프를 통해 구성적인 3D 장면을 생성하는 새로운 프레임워크인 SceneLinker를 소개합니다. 각 사용자의 공간을 기반으로 혼합 현실(MR) 콘텐츠를 적응적으로 경험하려면 주변의 의미 단서를 콤팩트하게 포착하여 실제 레이아웃을 반영하는 3D 장면을 생성하는 것이 필수적입니다. 이전 작업에서는 객체 간의 맥락적 관계를 완전히 포착하는 데 어려움을 겪었거나 주로 다양한 모양을 합성하는 데 중점을 두어 객체 배열에 맞춰 정렬된 3D 장면을 생성하는 것이 어려웠습니다. 우리는 장면 그래프 예측을 위한 교차 검사 기능 주의를 통해 그래프 네트워크를 설계하고 3D 장면 생성을 위한 조인트 모양 및 레이아웃 블록으로 구성된 그래프-VAE(graph-variational autoencoder)를 구성함으로써 이러한 문제를 해결합니다. 3RScan/3DSSG 및 SG-FRONT 데이터 세트에 대한 실험은 복잡한 실내 환경과 까다로운 장면 그래프 제약 조건에서도 정량적 및 정성적 평가 모두에서 우리의 접근 방식이 최첨단 방법보다 성능이 우수하다는 것을 보여줍니다. 우리의 작업을 통해 사용자는 장면 그래프를 통해 물리적 환경에서 일관된 3D 공간을 생성하여 공간 MR 콘텐츠를 만들 수 있습니다. 프로젝트 페이지는 https://scenelinker2026.github.io입니다.
1021,http://arxiv.org/abs/2602.02456 ,Relationship-Aware Hierarchical 3D Scene Graph for Task Reasoning,"Albert Gassol Puigjaner, Angelos Zacharia, Kostas Alexis",3D 환경을 구조화된 방식으로 표현하고 이해하는 것은 자율 에이전트가 주변 환경을 탐색하고 추론하는 데 매우 중요합니다. 전통적인 SLAM(Simultaneous Localization and Mapping) 방법은 메트릭 재구성을 생성하고 메트릭-의미론적 매핑으로 확장될 수 있지만 더 높은 수준의 추상화 및 관계형 추론이 부족합니다. 이러한 격차를 해결하기 위해 3D 장면 그래프는 계층 구조와 개체 관계를 캡처하는 강력한 표현으로 등장했습니다. 이 작업에서 우리는 여러 추상화 수준에 걸쳐 개방형 어휘 기능을 통합하고 객체 관계 추론을 지원하는 향상된 계층적 3D 장면 그래프를 제안합니다. 우리의 접근 방식은 VLM(Vision Language Model)을 활용하여 의미론적 관계를 추론합니다. 특히 LLM(대형 언어 모델)과 VLM을 결합하여 장면 그래프의 의미 및 관계 정보를 해석하는 작업 추론 모듈을 도입하여 에이전트가 작업에 대해 추론하고 환경과 보다 지능적으로 상호 작용할 수 있도록 합니다. 우리는 여러 환경과 작업에서 4족 로봇에 배포하여 이를 추론하는 능력을 강조함으로써 방법을 검증합니다.
1020,http://arxiv.org/abs/2602.01930 ,LIEREx: Language-Image Embeddings for Robotic Exploration,"Felix Igelbrink, Lennart Niecksch, Marian Renz, Martin Günther, Martin Atzmueller","의미 지도를 통해 로봇은 알려진 환경 탐색, 특정 물체 찾기, 매핑되지 않은 영역 탐색과 같은 작업을 수행하기 위해 주변 환경을 추론할 수 있습니다. 전통적인 매핑 접근 방식은 정확한 기하학적 표현을 제공하지만 사전 설계된 기호 어휘에 의해 제한되는 경우가 많습니다. 고정된 개체 클래스에 의존하면 디자인 타임에 정의되지 않은 배포되지 않은 지식을 처리하는 것이 비현실적입니다. CLIP과 같은 Vision-Language Foundation 모델의 최근 발전으로 개체가 고정 레이블이 아닌 고차원 임베딩으로 인코딩되는 개방형 매핑이 가능해졌습니다. LIEREx에서는 이러한 VLFM을 확립된 3D 의미론적 장면 그래프와 통합하여 부분적으로 알려지지 않은 환경에서 자율 에이전트에 의한 목표 지향 탐색을 가능하게 합니다."
1019,http://arxiv.org/abs/2602.01693 ,GSR: Learning Structured Reasoning for Embodied Manipulation,"Kewei Hu, Michael Zhang, Wei Ying, Tianhao Liu, Guoqiang Hao, Zimeng Li, Wanchan Yu, Jiajian Jing, Fangwen Chen, Hanwen Kang","빠른 발전에도 불구하고 구체화된 에이전트는 공간적 일관성, 인과적 종속성 및 목표 제약을 유지해야 하는 장거리 조작으로 여전히 어려움을 겪고 있습니다. 기존 접근 방식의 주요 한계는 작업 추론이 고차원 잠재 표현에 암시적으로 포함되어 있어 작업 구조를 지각적 가변성과 분리하는 것이 어렵다는 것입니다. 우리는 의미론적으로 기초한 장면 그래프에 대한 전환으로 세계 상태 진화를 명시적으로 모델링하는 구조화된 추론 패러다임인 GSR(Grounded Scene-graph Reasoning)을 소개합니다. GSR은 인식을 행동에 직접 매핑하는 대신 객체 상태와 공간 관계에 대해 단계적으로 추론함으로써 물리적 기반 공간에서 행동 전제 조건, 결과 및 목표 만족에 대한 명시적인 추론을 가능하게 합니다. 이러한 추론 학습을 지원하기 위해 우리는 세계 이해, 행동 계획 및 목표 해석을 공동으로 감독하는 대규모 데이터 세트인 Manip-Cognition-1.6M을 구축합니다. RLBench, LIBERO, GSR 벤치마크 및 실제 로봇 작업에 대한 광범위한 평가를 통해 GSR이 메시지 기반 기준에 비해 제로 샷 일반화 및 장거리 작업 완료를 크게 향상시키는 것으로 나타났습니다. 이러한 결과는 확장 가능한 구체화된 추론을 위한 주요 귀납적 편향으로서 명시적인 세계 상태 표현을 강조합니다."
1018,http://arxiv.org/abs/2602.00708 ,USS-Nav: Unified Spatio-Semantic Scene Graph for Lightweight UAV Zero-Shot Object Navigation,"Weiqi Gai, Yuman Gao, Yuan Zhou, Yufan Xie, Zhiyang Liu, Yuze Wu, Xin Zhou, Fei Gao, Zhijun Meng",알 수 없는 환경에서의 제로샷 객체 탐색은 높은 수준의 의미론적 추론 요구 사항과 제한된 온보드 계산 리소스 간의 충돌로 인해 무인 항공기(UAV)에 심각한 문제를 제기합니다. 이 문제를 해결하기 위해 우리는 통합 공간 의미론적 장면 그래프를 점진적으로 구성하고 알 수 없는 환경에서 효율적인 LLM(Large Language Model)으로 강화된 Zero-Shot 객체 탐색을 가능하게 하는 경량 프레임워크인 USS-Nav를 제시합니다. 특히 그래프 클러스터링을 통해 의미 영역으로 동적으로 분할되는 전역 기하학적 토폴로지를 캡처하기 위해 다면체 확장을 활용하는 증분 공간 연결 그래프 생성 방법을 소개합니다. 동시에 개방형 어휘 개체 의미론이 인스턴스화되고 이 토폴로지에 고정되어 계층적 환경 표현을 형성합니다. 이러한 계층적 구조를 활용하여 우리는 장면 그래프의 의미론에 기초한 LLM을 통해 대략적인 탐색 전략을 제시하여 전역 대상 지역을 결정하고 로컬 계획자는 정보 획득을 기반으로 프론티어 적용 범위를 최적화합니다. 실험 결과는 우리 프레임워크가 리소스가 제한된 플랫폼에서 계산 효율성 및 실시간 업데이트 빈도(15Hz) 측면에서 최첨단 방법보다 성능이 우수하다는 것을 보여줍니다. 또한 절제 연구는 프레임워크의 효율성을 확인하여 SPL(Success Weighted by Path Length)의 상당한 개선을 보여줍니다. 소스 코드는 추가 연구를 촉진하기 위해 공개적으로 제공될 예정입니다.
1017,http://arxiv.org/abs/2602.00637 ,VIZOR: Viewpoint-Invariant Zero-Shot Scene Graph Generation for 3D Scene Reasoning,"Vivek Madhavaram, Vartika Sengar, Arkadipta De, Charu Sharma","장면 이해 및 추론은 3D 컴퓨터 비전의 근본적인 문제로, 모델이 객체, 해당 속성, 객체 간의 공간적 또는 비교 관계를 식별해야 합니다. 기존 접근 방식에서는 2D 이미지, 깊이 맵, 개체 레이블, 특정 참조 뷰의 주석이 달린 관계 등 여러 입력을 사용하여 장면 그래프를 생성함으로써 이를 가능하게 합니다. 그러나 이러한 방법은 종종 일반화에 어려움을 겪고 ""왼쪽/오른쪽""과 같은 부정확한 공간 관계를 생성하여 다양한 관점에서 일관되지 않습니다. 이러한 한계를 해결하기 위해 우리는 VIZOR(3D 장면 추론)을 위한 Viewpoint-Invariant Zero-shot 장면 그래프 생성을 제안합니다. VIZOR는 원시 3D 장면에서 직접 조밀하고 시점 불변의 3D 장면 그래프를 구성하는 교육이 필요 없는 엔드 투 엔드 프레임워크입니다. 생성된 장면 그래프는 각 객체의 정면 방향을 기준으로 공간 관계가 정의되어 참조 뷰에 관계없이 일관성을 유지하므로 명확합니다. 또한 주석이 달린 훈련 데이터 없이 장면 객체 간의 공간 및 근접 관계를 설명하는 개방형 어휘 관계를 추론합니다. 우리는 장면 그래프 생성 및 쿼리 기반 객체 접지와 같은 다운스트림 작업에서 VIZOR의 효율성을 평가하기 위해 광범위한 정량적 및 정성적 평가를 수행합니다. VIZOR는 최첨단 방법보다 성능이 뛰어나 장면 그래프 생성이 확실히 향상되었으며 Replica 및 Nr3D 데이터 세트에서 제로샷 접지 정확도가 각각 22% 및 4.81% 향상되었습니다."
1016,http://arxiv.org/abs/2602.00414 ,Toward Autonomous Laboratory Safety Monitoring with Vision Language Models: Learning to See Hazards Through Scene Structure,"Trishna Chakraborty, Udita Ghosh, Aldair Ernesto Gongora, Ruben Glatt, Yue Dong, Jiachen Li, Amit K. Roy-Chowdhury, Chengyu Song","실험실은 사소한 불안전한 행동으로 인해 심각한 부상을 입는 경향이 있지만, 의무적인 실험실 전 안전 교육을 넘어서는 지속적인 안전 모니터링은 사람의 가용성에 따라 제한됩니다. 비전 언어 모델(VLM)은 자율적인 실험실 안전 모니터링을 약속하지만 대부분의 안전 사고가 주로 구조화되지 않은 텍스트로 문서화되므로 시각적 평가 데이터가 부족하여 현실적인 설정에서의 효과가 불분명합니다. 이러한 격차를 해결하기 위해 먼저 대규모 언어 모델을 장면 그래프 설계자로 사용하고 이미지 생성 모델을 렌더러로 사용하여 텍스트 실험실 시나리오를 정렬된 삼중(이미지, 장면 그래프, 지상 진실)으로 변환하는 구조화된 데이터 생성 파이프라인을 도입합니다. 362개의 고유한 시나리오와 7개의 오픈 소스 및 비공개 소스 모델에 걸쳐 1,207개 샘플의 합성 데이터 세트에 대한 우리의 실험에서는 VLM이 주어진 텍스트 장면 그래프에서 효과적으로 수행되지만 시각적 전용 설정에서는 성능이 크게 저하되어 구조화된 개체 관계를 픽셀에서 직접 추출하는 데 어려움이 있음을 보여줍니다. 이를 극복하기 위해 우리는 시각적 입력을 VLM 추론과 더 잘 일치하는 구조화된 장면 그래프로 변환하여 시각적 전용 설정에서 위험 감지 성능을 향상시킴으로써 VLM의 지각 격차를 메우는 훈련 후 컨텍스트 엔지니어링 접근 방식인 장면 그래프 기반 정렬을 제안합니다."
1015,http://arxiv.org/abs/2601.21498 ,SimGraph: A Unified Framework for Scene Graph-Based Image Generation and Editing,"Thanh-Nhan Vo, Trong-Thuan Nguyen, Tam V. Nguyen, Minh-Triet Tran","최근 GenAI(Generative Artificial Intelligence)의 발전으로 이미지 생성 및 편집 기능이 크게 향상되었습니다. 그러나 현재 접근 방식에서는 이러한 작업을 별도로 처리하는 경우가 많아 생성된 콘텐츠와 편집 간의 공간적 일관성과 의미론적 일관성을 유지하는 데 있어 비효율성과 어려움이 발생합니다. 더욱이, 주요 장애물은 객체 관계 및 공간 배치에 대한 구조적 제어가 부족하다는 것입니다. 개체와 개체의 상호 관계를 구조화된 형식으로 나타내는 장면 그래프 기반 방법은 이미지 생성과 편집 모두에서 구성과 상호 작용을 보다 효과적으로 제어할 수 있는 솔루션을 제공합니다. 이 문제를 해결하기 위해 우리는 장면 그래프 기반 이미지 생성 및 편집을 통합하여 개체 상호 작용, 레이아웃 및 공간 일관성을 정밀하게 제어할 수 있는 통합 프레임워크인 SimGraph를 소개합니다. 특히, 우리의 프레임워크는 단일 장면 그래프 기반 모델 내에서 토큰 기반 생성 및 확산 기반 편집을 통합하여 고품질의 일관된 결과를 보장합니다. 광범위한 실험을 통해 우리는 우리의 접근 방식이 기존의 최첨단 방법보다 성능이 우수하다는 것을 경험적으로 보여줍니다."
1014,http://arxiv.org/abs/2601.20355 ,CURVE: Learning Causality-Inspired Invariant Representations for Robust Scene Understanding via Uncertainty-Guided Regularization,"Yue Liang, Jiatong Du, Ziyi Yang, Yanjun Huang, Hong Chen","장면 그래프는 장면 이해를 위한 구조화된 추상화를 제공하지만 가짜 상관 관계에 과적합되는 경우가 많아 분포 외 일반화를 심각하게 방해합니다. 이러한 한계를 해결하기 위해 우리는 변동성 불확실성 모델링과 불확실성 기반 구조 정규화를 통합하여 높은 분산성, 환경별 관계를 억제하는 인과성 기반 프레임워크인 CURVE를 제안합니다. 구체적으로, 우리는 프로토타입 조건화된 편향성 제거를 적용하여 환경 의존적 변형으로부터 불변 상호 작용 역학을 분리하여 희박하고 도메인이 안정적인 토폴로지를 촉진합니다. 경험적으로 우리는 제로샷 전송 및 저데이터 시뮬레이션-실제 적응에서 CURVE를 평가하여 도메인 안정 희소 토폴로지를 학습하는 능력을 검증하고 분포 변화 시 위험 예측을 지원하기 위한 신뢰할 수 있는 불확실성 추정치를 제공합니다."
1013,http://arxiv.org/abs/2601.19832 ,Information-Theoretic Detection of Bimanual Interactions for Dual-Arm Robot Plan Generation,"Elena Merlo, Marta Lagomarsino, Arash Ajoudani","시연을 통한 프로그래밍은 사람의 시연을 통해 비전문가를 위한 로봇 프로그래밍 프로세스를 단순화하는 전략입니다. 그러나 양손 작업에 대한 채택은 손 조정의 복잡성으로 인해 아직 탐구되지 않은 문제이며, 이로 인해 데이터 기록도 방해됩니다. 본 논문에서는 양팔 로봇 시스템의 실행 계획을 생성하기 위해 양손 작업 시연의 단일 RGB 비디오를 처리하는 새로운 원샷 방법을 제시합니다. 손 조정 정책을 탐지하기 위해 Shannon의 정보 이론을 적용하여 장면 요소 간의 정보 흐름을 분석하고 장면 그래프 속성을 활용합니다. 생성된 계획은 원하는 무기 조정에 따라 다양한 구조를 가정하는 모듈식 동작 트리입니다. 우리는 수집하여 오픈 소스로 만들고 공개적으로 사용 가능한 외부 데이터 세트의 데이터를 활용하는 여러 주제의 비디오 데모를 통해 이 프레임워크의 효율성을 검증했습니다. 기존 방법과 비교하면 두 가지 시스템을 조정하기 위한 중앙 집중식 실행 계획을 생성하는 데 상당한 개선이 나타났습니다."
1012,http://arxiv.org/abs/2601.19433 ,RoamScene3D: Immersive Text-to-3D Scene Generation via Adaptive Object-aware Roaming,"Jisheng Chu, Wenrui Li, Rui Zhao, Wangmeng Zuo, Shifeng Chen, Xiaopeng Fan","텍스트에서 몰입형 3D 장면을 생성하는 것은 컴퓨터 비전의 핵심 작업이며 가상 현실 및 게임 개발 애플리케이션에 매우 중요합니다. 2D 확산 사전 활용 가능성에도 불구하고 기존 방법은 공간적 실명 문제를 겪고 있으며 주요 개체 간의 내부 관계를 활용하지 못하는 미리 정의된 궤적에 의존합니다. 결과적으로 이러한 접근 방식은 의미 체계 레이아웃을 이해할 수 없으므로 가려진 콘텐츠를 추론하기 위해 장면을 적응적으로 탐색할 수 없습니다. 더욱이 현재 인페인팅 모델은 2D 이미지 공간에서 작동하므로 카메라 움직임으로 인해 발생하는 구멍을 그럴듯하게 채우는 데 어려움을 겪습니다. 이러한 한계를 해결하기 위해 의미론적 안내와 공간 생성 간의 격차를 해소하는 새로운 프레임워크인 RoamScene3D를 제안합니다. 우리의 방법은 객체 간의 의미 관계를 추론하고 일관되고 사실적인 장면을 생성합니다. 특히 우리는 VLM(비전 언어 모델)을 사용하여 객체 관계를 인코딩하는 장면 그래프를 구성하고, 카메라가 두드러진 객체 경계를 인식하고 적응형 로밍 궤적을 계획하도록 안내합니다. 또한 정적 2D 사전의 한계를 완화하기 위해 실제 카메라 궤적을 통합하는 합성 파노라마 데이터 세트에서 미세 조정되어 카메라 모션에 적응할 수 있는 모션 주입 인페인팅 모델을 도입합니다. 광범위한 실험을 통해 의미론적 추론과 기하학적 제약을 통해 우리의 방법이 일관되고 사실적인 장면을 생성하는 데 있어 최첨단 접근 방식보다 훨씬 뛰어난 것으로 나타났습니다. 우리 코드는 https://github.com/JS-CHU/RoamScene3D에서 확인할 수 있습니다."
1011,http://arxiv.org/abs/2601.18765 ,Goal-oriented Communication for Fast and Robust Robotic Fault Detection and Recovery,"Shutong Chen, Adnan Aijaz, Yansha Deng","자율 로봇 시스템은 스마트 공장에 널리 배포되며 짧은 대기 시간과 강력한 오류 감지 및 복구(FDR)가 필요한 역동적이고 불확실하며 인간이 관여하는 환경에서 작동합니다. 그러나 기존 FDR 프레임워크는 통신 및 계산의 상당한 지연, 로봇 동작/궤적 생성의 불안정성 등 다양한 제한 사항을 나타냅니다. 이는 주로 통신-계산-제어(3C) 루프가 다운스트림 FDR 목표를 고려하지 않고 설계되었기 때문입니다. 이 문제를 해결하기 위해 우리는 로봇 작업(예: 공작물 정렬) 성공률을 최대화하면서 FDR 시간을 최소화하는 것을 목표로 빠르고 강력한 로봇 FDR에 맞춰진 3C 루프를 공동 설계하는 새로운 목표 지향 통신(GoC) 프레임워크를 제안합니다. 결함 감지를 위해 GoC 프레임워크는 설계된 표현 추출기를 통해 3D 장면 그래프(3D-SG)를 의미론적 표현으로 혁신적으로 정의 및 추출하고, 3D-SG의 공간적 관계 변화를 모니터링하여 결함을 감지합니다. 오류 복구를 위해 LoRA(Low-Rank Adaptation)를 통해 SLM(Small Language Model)을 미세 조정하고 지식 증류를 통해 추론 및 일반화 기능을 강화하여 로봇의 복구 동작을 생성합니다. 또한 디지털 트윈 재구성을 위해 작업 관련 객체 윤곽만 사용하여 세밀한 로봇 제어가 필요할 때 SLM에서 생성된 복구 동작을 개선하기 위해 경량 목표 지향 디지털 트윈 재구성 모듈을 설계합니다. 광범위한 시뮬레이션을 통해 우리의 GoC 프레임워크는 오류 감지를 위한 비전 언어 모델과 오류 복구를 위한 대규모 언어 모델에 의존하는 최첨단 프레임워크에 비해 FDR 시간을 최대 82.6%까지 줄이고 작업 성공률을 최대 76%까지 향상시키는 것으로 나타났습니다."
